"unitid","institution name","year","C2024_A.First or Second Major","C2024_A.CIP Code -  2020 Classification","CipTitle","C2024_A.Award Level code","C2024_A.Grand total","IDX_C"
"187897","New Mexico Highlands University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"187897","New Mexico Highlands University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"187897","New Mexico Highlands University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"187897","New Mexico Highlands University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"187985","University of New Mexico-Main Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","36","-2"
"187985","University of New Mexico-Main Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","24","-2"
"187985","University of New Mexico-Main Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","5","-2"
"187985","University of New Mexico-Main Campus","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","10","-2"
"187985","University of New Mexico-Main Campus","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","9","-2"
"187985","University of New Mexico-Main Campus","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","3","-2"
"187985","University of New Mexico-Main Campus","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","49","-2"
"187985","University of New Mexico-Main Campus","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","42","-2"
"188030","New Mexico State University-Main Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","67","-2"
"188030","New Mexico State University-Main Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","12","-2"
"188030","New Mexico State University-Main Campus","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","12","-2"
"188429","Adelphi University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"188429","Adelphi University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"188429","Adelphi University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"188429","Adelphi University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"188641","Alfred University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"188641","Alfred University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"189097","Barnard College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","12","-2"
"189097","Barnard College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"189097","Barnard College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"189097","Barnard College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"189705","Canisius University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"189705","Canisius University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"190099","Colgate University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","18","-2"
"190099","Colgate University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"190099","Colgate University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"190099","Colgate University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","6","-2"
"190150","Columbia University in the City of New York","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","68","-2"
"190150","Columbia University in the City of New York","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","63","-2"
"190150","Columbia University in the City of New York","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","39","-2"
"190150","Columbia University in the City of New York","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"190150","Columbia University in the City of New York","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","2","-2"
"190150","Columbia University in the City of New York","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","3","-2"
"190150","Columbia University in the City of New York","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","31","-2"
"190150","Columbia University in the City of New York","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","10","-2"
"190415","Cornell University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","26","-2"
"190415","Cornell University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","22","-2"
"190415","Cornell University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","17","-2"
"190415","Cornell University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","6","-2"
"190415","Cornell University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","18","-2"
"190415","Cornell University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","9","-2"
"190512","CUNY Bernard M Baruch College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"190512","CUNY Bernard M Baruch College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"190549","CUNY Brooklyn College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","17","-2"
"190549","CUNY Brooklyn College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","6","-2"
"190549","CUNY Brooklyn College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"190549","CUNY Brooklyn College","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","6","-2"
"190549","CUNY Brooklyn College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"190558","College of Staten Island CUNY","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"190558","College of Staten Island CUNY","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","8","-2"
"190558","College of Staten Island CUNY","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"190558","College of Staten Island CUNY","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"190567","CUNY City College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"190567","CUNY City College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","8","-2"
"190567","CUNY City College","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","3","-2"
"190567","CUNY City College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"190576","CUNY Graduate School and University Center","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"190576","CUNY Graduate School and University Center","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","37","-2"
"190576","CUNY Graduate School and University Center","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","29","-2"
"190576","CUNY Graduate School and University Center","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"190576","CUNY Graduate School and University Center","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","6","-2"
"190576","CUNY Graduate School and University Center","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","9","-2"
"190594","CUNY Hunter College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","57","-2"
