"unitid","institution name","year","C2017_A.First or Second Major","C2017_A.CIP Code -  2010 Classification","CipTitle","C2017_A.Award Level code","C2017_A_RV.Grand total","IDX_C"
"102553","University of Alaska Anchorage","2017","First major","'13'","Education","Master's degree","75","-2"
"102614","University of Alaska Fairbanks","2017","First major","'13'","Education","Bachelor's degree","24","-2"
"102614","University of Alaska Fairbanks","2017","First major","'13'","Education","Master's degree","54","-2"
"102632","University of Alaska Southeast","2017","First major","'13'","Education","Bachelor's degree","13","-2"
"102632","University of Alaska Southeast","2017","First major","'13'","Education","Master's degree","101","-2"
"102669","Alaska Pacific University","2017","First major","'13'","Education","Bachelor's degree","1","-2"
"102669","Alaska Pacific University","2017","First major","'13'","Education","Master's degree","0","-2"
"104151","Arizona State University Campus Immersion","2017","First major","'13'","Education","Bachelor's degree","402","-2"
"104151","Arizona State University Campus Immersion","2017","First major","'13'","Education","Master's degree","247","-2"
"104151","Arizona State University Campus Immersion","2017","First major","'13'","Education","Doctor's degree - research/scholarship","26","-2"
"104179","University of Arizona","2017","First major","'13'","Education","Bachelor's degree","274","-2"
"104179","University of Arizona","2017","First major","'13'","Education","Master's degree","169","-2"
"104179","University of Arizona","2017","First major","'13'","Education","Doctor's degree - research/scholarship","42","-2"
"104179","University of Arizona","2017","Second major","'13'","Education","Bachelor's degree","4","-2"
"104717","Grand Canyon University","2017","First major","'13'","Education","Bachelor's degree","1130","-2"
"104717","Grand Canyon University","2017","First major","'13'","Education","Master's degree","3473","-2"
"104717","Grand Canyon University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","89","-2"
"104717","Grand Canyon University","2017","Second major","'13'","Education","Bachelor's degree","434","-2"
"105297","Dine College","2017","First major","'13'","Education","Bachelor's degree","4","-2"
"105330","Northern Arizona University","2017","First major","'13'","Education","Bachelor's degree","558","-2"
"105330","Northern Arizona University","2017","First major","'13'","Education","Master's degree","644","-2"
"105330","Northern Arizona University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","17","-2"
"105330","Northern Arizona University","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"105589","Prescott College","2017","First major","'13'","Education","Bachelor's degree","25","-2"
"105589","Prescott College","2017","First major","'13'","Education","Master's degree","18","-2"
"105589","Prescott College","2017","First major","'13'","Education","Doctor's degree - research/scholarship","11","-2"
"105899","Arizona Christian University","2017","First major","'13'","Education","Bachelor's degree","26","-2"
"105899","Arizona Christian University","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"106245","University of Arkansas at Little Rock","2017","First major","'13'","Education","Bachelor's degree","50","-2"
"106245","University of Arkansas at Little Rock","2017","First major","'13'","Education","Master's degree","106","-2"
"106245","University of Arkansas at Little Rock","2017","First major","'13'","Education","Doctor's degree - research/scholarship","12","-2"
"106306","Arkansas Baptist College","2017","First major","'13'","Education","Bachelor's degree","4","-2"
"106342","Lyon College","2017","First major","'13'","Education","Bachelor's degree","0","-2"
"106342","Lyon College","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"106397","University of Arkansas","2017","First major","'13'","Education","Bachelor's degree","137","-2"
"106397","University of Arkansas","2017","First major","'13'","Education","Master's degree","252","-2"
"106397","University of Arkansas","2017","First major","'13'","Education","Doctor's degree - research/scholarship","26","-2"
"106397","University of Arkansas","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"106412","University of Arkansas at Pine Bluff","2017","First major","'13'","Education","Bachelor's degree","31","-2"
"106412","University of Arkansas at Pine Bluff","2017","First major","'13'","Education","Master's degree","8","-2"
"106458","Arkansas State University","2017","First major","'13'","Education","Bachelor's degree","192","-2"
"106458","Arkansas State University","2017","First major","'13'","Education","Master's degree","1033","-2"
"106458","Arkansas State University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","10","-2"
"106458","Arkansas State University","2017","First major","'13.1306'","Foreign Language Teacher Education","Bachelor's degree","4","-2"
"106467","Arkansas Tech University","2017","First major","'13'","Education","Bachelor's degree","192","-2"
"106467","Arkansas Tech University","2017","First major","'13'","Education","Master's degree","174","-2"
"106467","Arkansas Tech University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","8","-2"
"106467","Arkansas Tech University","2017","First major","'13.1306'","Foreign Language Teacher Education","Bachelor's degree","0","-2"
"106485","University of Arkansas at Monticello","2017","First major","'13'","Education","Bachelor's degree","17","-2"
"106485","University of Arkansas at Monticello","2017","First major","'13'","Education","Master's degree","81","-2"
"106704","University of Central Arkansas","2017","First major","'13'","Education","Bachelor's degree","135","-2"
"106704","University of Central Arkansas","2017","First major","'13'","Education","Master's degree","211","-2"
"106713","Central Baptist College","2017","First major","'13'","Education","Bachelor's degree","10","-2"
"106810","Crowley's Ridge College","2017","First major","'13'","Education","Bachelor's degree","10","-2"
"107044","Harding University","2017","First major","'13'","Education","Bachelor's degree","137","-2"
"107044","Harding University","2017","First major","'13'","Education","Master's degree","169","-2"
"107044","Harding University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","9","-2"
"107044","Harding University","2017","Second major","'13'","Education","Bachelor's degree","3","-2"
"107071","Henderson State University","2017","First major","'13'","Education","Bachelor's degree","85","-2"
"107071","Henderson State University","2017","First major","'13'","Education","Master's degree","60","-2"
"107080","Hendrix College","2017","First major","'13'","Education","Bachelor's degree","3","-2"
"107080","Hendrix College","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"107141","John Brown University","2017","First major","'13'","Education","Bachelor's degree","18","-2"
"107141","John Brown University","2017","First major","'13'","Education","Master's degree","24","-2"
"107512","Ouachita Baptist University","2017","First major","'13'","Education","Bachelor's degree","28","-2"
"107558","University of the Ozarks","2017","First major","'13'","Education","Bachelor's degree","11","-2"
"107558","University of the Ozarks","2017","Second major","'13'","Education","Bachelor's degree","1","-2"
"107600","Philander Smith University","2017","First major","'13'","Education","Bachelor's degree","0","-2"
"107877","Williams Baptist University","2017","First major","'13'","Education","Bachelor's degree","18","-2"
"107877","Williams Baptist University","2017","First major","'13'","Education","Master's degree","0","-2"
"107983","Southern Arkansas University Main Campus","2017","First major","'13'","Education","Bachelor's degree","53","-2"
"107983","Southern Arkansas University Main Campus","2017","First major","'13'","Education","Master's degree","90","-2"
"108092","University of Arkansas-Fort Smith","2017","First major","'13'","Education","Bachelor's degree","103","-2"
"108232","Academy of Art University","2017","First major","'13'","Education","Bachelor's degree","7","-2"
"108232","Academy of Art University","2017","First major","'13'","Education","Master's degree","19","-2"
"109785","Azusa Pacific University","2017","First major","'13'","Education","Bachelor's degree","100","-2"
"109785","Azusa Pacific University","2017","First major","'13'","Education","Master's degree","437","-2"
"109785","Azusa Pacific University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","30","-2"
"109785","Azusa Pacific University","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"109785","Azusa Pacific University","2017","Second major","'13'","Education","Master's degree","1","-2"
"110060","Bethesda University","2017","First major","'13'","Education","Bachelor's degree","10","-2"
"110097","Biola University","2017","First major","'13'","Education","Bachelor's degree","64","-2"
"110097","Biola University","2017","First major","'13'","Education","Master's degree","54","-2"
"110097","Biola University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","3","-2"
"110361","California Baptist University","2017","First major","'13'","Education","Bachelor's degree","51","-2"
"110361","California Baptist University","2017","First major","'13'","Education","Master's degree","245","-2"
"110361","California Baptist University","2017","Second major","'13'","Education","Bachelor's degree","1","-2"
"110413","California Lutheran University","2017","First major","'13'","Education","Master's degree","125","-2"
"110413","California Lutheran University","2017","First major","'13'","Education","Doctor's degree - professional practice","16","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'13'","Education","Bachelor's degree","105","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","First major","'13'","Education","Master's degree","74","-2"
"110422","California Polytechnic State University-San Luis Obispo","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"110468","Alliant International University-San Diego","2017","First major","'13'","Education","Master's degree","58","-2"
"110468","Alliant International University-San Diego","2017","First major","'13'","Education","Doctor's degree - research/scholarship","9","-2"
"110486","California State University-Bakersfield","2017","First major","'13'","Education","Bachelor's degree","59","-2"
"110486","California State University-Bakersfield","2017","First major","'13'","Education","Master's degree","127","-2"
"110486","California State University-Bakersfield","2017","Second major","'13'","Education","Bachelor's degree","3","-2"
"110495","California State University-Stanislaus","2017","First major","'13'","Education","Bachelor's degree","40","-2"
"110495","California State University-Stanislaus","2017","First major","'13'","Education","Master's degree","118","-2"
"110495","California State University-Stanislaus","2017","First major","'13'","Education","Doctor's degree - other","14","-2"
"110495","California State University-Stanislaus","2017","Second major","'13'","Education","Bachelor's degree","1","-2"
"110510","California State University-San Bernardino","2017","First major","'13'","Education","Bachelor's degree","7","-2"
"110510","California State University-San Bernardino","2017","First major","'13'","Education","Master's degree","243","-2"
"110510","California State University-San Bernardino","2017","First major","'13'","Education","Doctor's degree - other","8","-2"
"110510","California State University-San Bernardino","2017","Second major","'13'","Education","Master's degree","0","-2"
"110529","California State Polytechnic University-Pomona","2017","First major","'13'","Education","Bachelor's degree","18","-2"
"110529","California State Polytechnic University-Pomona","2017","First major","'13'","Education","Master's degree","43","-2"
"110529","California State Polytechnic University-Pomona","2017","First major","'13'","Education","Doctor's degree - other","14","-2"
"110529","California State Polytechnic University-Pomona","2017","Second major","'13'","Education","Bachelor's degree","1","-2"
"110538","California State University-Chico","2017","First major","'13'","Education","Bachelor's degree","66","-2"
"110538","California State University-Chico","2017","First major","'13'","Education","Master's degree","43","-2"
"110538","California State University-Chico","2017","First major","'13.1306'","Foreign Language Teacher Education","Master's degree","8","-2"
"110538","California State University-Chico","2017","Second major","'13'","Education","Bachelor's degree","3","-2"
"110547","California State University-Dominguez Hills","2017","First major","'13'","Education","Bachelor's degree","134","-2"
"110547","California State University-Dominguez Hills","2017","First major","'13'","Education","Master's degree","248","-2"
"110547","California State University-Dominguez Hills","2017","Second major","'13'","Education","Master's degree","0","-2"
"110556","California State University-Fresno","2017","First major","'13'","Education","Bachelor's degree","174","-2"
"110556","California State University-Fresno","2017","First major","'13'","Education","Master's degree","289","-2"
"110556","California State University-Fresno","2017","First major","'13'","Education","Doctor's degree - professional practice","0","-2"
"110556","California State University-Fresno","2017","First major","'13'","Education","Doctor's degree - other","19","-2"
"110556","California State University-Fresno","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"110565","California State University-Fullerton","2017","First major","'13'","Education","Bachelor's degree","436","-2"
"110565","California State University-Fullerton","2017","First major","'13'","Education","Master's degree","482","-2"
"110565","California State University-Fullerton","2017","First major","'13'","Education","Doctor's degree - professional practice","0","-2"
"110565","California State University-Fullerton","2017","First major","'13'","Education","Doctor's degree - other","26","-2"
"110565","California State University-Fullerton","2017","Second major","'13'","Education","Bachelor's degree","2","-2"
"110574","California State University-East Bay","2017","First major","'13'","Education","Master's degree","214","-2"
"110574","California State University-East Bay","2017","First major","'13'","Education","Doctor's degree - other","12","-2"
"110583","California State University-Long Beach","2017","First major","'13'","Education","Bachelor's degree","0","-2"
"110583","California State University-Long Beach","2017","First major","'13'","Education","Master's degree","224","-2"
"110583","California State University-Long Beach","2017","First major","'13'","Education","Doctor's degree - professional practice","0","-2"
"110583","California State University-Long Beach","2017","First major","'13'","Education","Doctor's degree - other","33","-2"
"110592","California State University-Los Angeles","2017","First major","'13'","Education","Bachelor's degree","254","-2"
"110592","California State University-Los Angeles","2017","First major","'13'","Education","Master's degree","323","-2"
"110592","California State University-Los Angeles","2017","First major","'13'","Education","Doctor's degree - research/scholarship","2","-2"
"110592","California State University-Los Angeles","2017","First major","'13'","Education","Doctor's degree - professional practice","0","-2"
"110592","California State University-Los Angeles","2017","First major","'13'","Education","Doctor's degree - other","15","-2"
"110592","California State University-Los Angeles","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"110608","California State University-Northridge","2017","First major","'13'","Education","Bachelor's degree","283","-2"
"110608","California State University-Northridge","2017","First major","'13'","Education","Master's degree","299","-2"
"110608","California State University-Northridge","2017","First major","'13'","Education","Doctor's degree - professional practice","0","-2"
"110608","California State University-Northridge","2017","First major","'13'","Education","Doctor's degree - other","12","-2"
"110608","California State University-Northridge","2017","Second major","'13'","Education","Bachelor's degree","13","-2"
"110617","California State University-Sacramento","2017","First major","'13'","Education","Bachelor's degree","427","-2"
"110617","California State University-Sacramento","2017","First major","'13'","Education","Master's degree","163","-2"
"110617","California State University-Sacramento","2017","First major","'13'","Education","Doctor's degree - professional practice","0","-2"
"110617","California State University-Sacramento","2017","First major","'13'","Education","Doctor's degree - other","14","-2"
"110617","California State University-Sacramento","2017","Second major","'13'","Education","Bachelor's degree","3","-2"
"110617","California State University-Sacramento","2017","Second major","'13'","Education","Master's degree","0","-2"
"110635","University of California-Berkeley","2017","First major","'13'","Education","Master's degree","84","-2"
"110635","University of California-Berkeley","2017","First major","'13'","Education","Doctor's degree - research/scholarship","40","-2"
"110644","University of California-Davis","2017","First major","'13'","Education","Bachelor's degree","8","-2"
"110644","University of California-Davis","2017","First major","'13'","Education","Master's degree","103","-2"
"110644","University of California-Davis","2017","First major","'13'","Education","Doctor's degree - research/scholarship","20","-2"
"110653","University of California-Irvine","2017","First major","'13'","Education","Bachelor's degree","306","-2"
"110653","University of California-Irvine","2017","First major","'13'","Education","Master's degree","132","-2"
"110653","University of California-Irvine","2017","First major","'13'","Education","Doctor's degree - research/scholarship","7","-2"
"110662","University of California-Los Angeles","2017","First major","'13'","Education","Master's degree","184","-2"
"110662","University of California-Los Angeles","2017","First major","'13'","Education","Doctor's degree - research/scholarship","68","-2"
"110671","University of California-Riverside","2017","First major","'13'","Education","Master's degree","194","-2"
"110671","University of California-Riverside","2017","First major","'13'","Education","Doctor's degree - research/scholarship","15","-2"
"110671","University of California-Riverside","2017","Second major","'13'","Education","Master's degree","4","-2"
"110680","University of California-San Diego","2017","First major","'13'","Education","Bachelor's degree","10","-2"
"110680","University of California-San Diego","2017","First major","'13'","Education","Master's degree","68","-2"
"110680","University of California-San Diego","2017","First major","'13'","Education","Doctor's degree - research/scholarship","14","-2"
"110680","University of California-San Diego","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"110705","University of California-Santa Barbara","2017","First major","'13'","Education","Master's degree","98","-2"
"110705","University of California-Santa Barbara","2017","First major","'13'","Education","Doctor's degree - research/scholarship","24","-2"
"110714","University of California-Santa Cruz","2017","First major","'13'","Education","Bachelor's degree","1","-2"
"110714","University of California-Santa Cruz","2017","First major","'13'","Education","Master's degree","82","-2"
"110714","University of California-Santa Cruz","2017","First major","'13'","Education","Doctor's degree - research/scholarship","1","-2"
"111948","Chapman University","2017","First major","'13'","Education","Bachelor's degree","52","-2"
"111948","Chapman University","2017","First major","'13'","Education","Master's degree","84","-2"
"111948","Chapman University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","16","-2"
"112075","Concordia University-Irvine","2017","First major","'13'","Education","Master's degree","665","-2"
"112075","Concordia University-Irvine","2017","First major","'13'","Education","Doctor's degree - research/scholarship","3","-2"
"112084","San Diego Christian College","2017","First major","'13'","Education","Master's degree","16","-2"
"112251","Claremont Graduate University","2017","First major","'13'","Education","Master's degree","46","-2"
"112251","Claremont Graduate University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","62","-2"
"113698","Dominican University of California","2017","First major","'13'","Education","Bachelor's degree","3","-2"
"113698","Dominican University of California","2017","First major","'13'","Education","Master's degree","25","-2"
"114549","Fielding Graduate University","2017","First major","'13'","Education","Master's degree","2","-2"
"114549","Fielding Graduate University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","23","-2"
"114813","Fresno Pacific University","2017","First major","'13'","Education","Bachelor's degree","220","-2"
"114813","Fresno Pacific University","2017","First major","'13'","Education","Master's degree","160","-2"
"114813","Fresno Pacific University","2017","First major","'13.1306'","Foreign Language Teacher Education","Bachelor's degree","0","-2"
"115755","California State Polytechnic University-Humboldt","2017","First major","'13'","Education","Bachelor's degree","0","-2"
"115755","California State Polytechnic University-Humboldt","2017","First major","'13'","Education","Master's degree","8","-2"
"115755","California State Polytechnic University-Humboldt","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"115773","Humphreys University-Stockton and Modesto Campuses","2017","First major","'13'","Education","Bachelor's degree","14","-2"
"115773","Humphreys University-Stockton and Modesto Campuses","2017","First major","'13'","Education","Master's degree","9","-2"
"115773","Humphreys University-Stockton and Modesto Campuses","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"116846","American Jewish University","2017","First major","'13'","Education","Master's degree","8","-2"
"117140","University of La Verne","2017","First major","'13'","Education","Bachelor's degree","81","-2"
"117140","University of La Verne","2017","First major","'13'","Education","Master's degree","237","-2"
"117140","University of La Verne","2017","First major","'13'","Education","Doctor's degree - research/scholarship","46","-2"
"117627","La Sierra University","2017","First major","'13'","Education","Bachelor's degree","0","-2"
"117627","La Sierra University","2017","First major","'13'","Education","Master's degree","27","-2"
"117627","La Sierra University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","6","-2"
"117627","La Sierra University","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"117636","Loma Linda University","2017","First major","'13'","Education","Master's degree","3","-2"
"117751","The Master's University and Seminary","2017","First major","'13'","Education","Master's degree","11","-2"
"117946","Loyola Marymount University","2017","First major","'13'","Education","Master's degree","362","-2"
"117946","Loyola Marymount University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","14","-2"
"118888","Northeastern University Oakland","2017","First major","'13'","Education","Master's degree","54","-2"
"118888","Northeastern University Oakland","2017","First major","'13'","Education","Doctor's degree - research/scholarship","17","-2"
"118888","Northeastern University Oakland","2017","Second major","'13'","Education","Master's degree","0","-2"
"118888","Northeastern University Oakland","2017","Second major","'13'","Education","Doctor's degree - research/scholarship","0","-2"
"119058","Middlebury Institute of International Studies at Monterey","2017","First major","'13'","Education","Master's degree","89","-2"
"119058","Middlebury Institute of International Studies at Monterey","2017","First major","'13.1306'","Foreign Language Teacher Education","Master's degree","7","-2"
"119173","Mount Saint Mary's University","2017","First major","'13'","Education","Bachelor's degree","5","-2"
"119173","Mount Saint Mary's University","2017","First major","'13'","Education","Master's degree","40","-2"
"119605","National University","2017","First major","'13'","Education","Bachelor's degree","180","-2"
"119605","National University","2017","First major","'13'","Education","Master's degree","1641","-2"
"120184","Notre Dame de Namur University","2017","First major","'13'","Education","Master's degree","40","-2"
"120537","Hope International University","2017","First major","'13'","Education","Bachelor's degree","8","-2"
"120537","Hope International University","2017","First major","'13'","Education","Master's degree","22","-2"
"120768","Pacific Oaks College","2017","First major","'13'","Education","Bachelor's degree","57","-2"
"120768","Pacific Oaks College","2017","First major","'13'","Education","Master's degree","46","-2"
"120865","Pacific Union College","2017","First major","'13'","Education","Bachelor's degree","10","-2"
"120865","Pacific Union College","2017","First major","'13'","Education","Master's degree","3","-2"
"120883","University of the Pacific","2017","First major","'13'","Education","Bachelor's degree","36","-2"
"120883","University of the Pacific","2017","First major","'13'","Education","Master's degree","231","-2"
"120883","University of the Pacific","2017","First major","'13'","Education","Doctor's degree - research/scholarship","8","-2"
"121150","Pepperdine University","2017","First major","'13'","Education","Bachelor's degree","8","-2"
"121150","Pepperdine University","2017","First major","'13'","Education","Master's degree","155","-2"
"121150","Pepperdine University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","90","-2"
"121150","Pepperdine University","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"121257","Pitzer College","2017","First major","'13'","Education","Bachelor's degree","1","-2"
"121257","Pitzer College","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"121309","Point Loma Nazarene University","2017","First major","'13'","Education","Bachelor's degree","33","-2"
"121309","Point Loma Nazarene University","2017","First major","'13'","Education","Master's degree","143","-2"
"121309","Point Loma Nazarene University","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"121691","University of Redlands","2017","First major","'13'","Education","Bachelor's degree","6","-2"
"121691","University of Redlands","2017","First major","'13'","Education","Master's degree","248","-2"
"121691","University of Redlands","2017","First major","'13'","Education","Doctor's degree - research/scholarship","6","-2"
"121691","University of Redlands","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"122409","San Diego State University","2017","First major","'13'","Education","Bachelor's degree","140","-2"
"122409","San Diego State University","2017","First major","'13'","Education","Master's degree","304","-2"
"122409","San Diego State University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","21","-2"
"122409","San Diego State University","2017","First major","'13'","Education","Doctor's degree - other","14","-2"
"122409","San Diego State University","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"122436","University of San Diego","2017","First major","'13'","Education","Master's degree","216","-2"
"122436","University of San Diego","2017","First major","'13'","Education","Doctor's degree - research/scholarship","15","-2"
"122597","San Francisco State University","2017","First major","'13'","Education","Bachelor's degree","163","-2"
"122597","San Francisco State University","2017","First major","'13'","Education","Master's degree","209","-2"
"122597","San Francisco State University","2017","First major","'13'","Education","Doctor's degree - research/scholarship","0","-2"
"122597","San Francisco State University","2017","First major","'13'","Education","Doctor's degree - other","12","-2"
"122597","San Francisco State University","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"122612","University of San Francisco","2017","First major","'13'","Education","Master's degree","256","-2"
"122612","University of San Francisco","2017","First major","'13'","Education","Doctor's degree - research/scholarship","33","-2"
"122612","University of San Francisco","2017","First major","'13'","Education","Doctor's degree - professional practice","1","-2"
"122728","William Jessup University","2017","First major","'13'","Education","Bachelor's degree","28","-2"
"122728","William Jessup University","2017","First major","'13'","Education","Master's degree","7","-2"
"122728","William Jessup University","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
"122755","San Jose State University","2017","First major","'13'","Education","Bachelor's degree","243","-2"
"122755","San Jose State University","2017","First major","'13'","Education","Master's degree","304","-2"
"122755","San Jose State University","2017","First major","'13'","Education","Doctor's degree - other","7","-2"
"122755","San Jose State University","2017","Second major","'13'","Education","Bachelor's degree","1","-2"
"122755","San Jose State University","2017","Second major","'13'","Education","Master's degree","1","-2"
"122931","Santa Clara University","2017","First major","'13'","Education","Master's degree","153","-2"
"123280","Shasta Bible College and Graduate School","2017","First major","'13'","Education","Bachelor's degree","1","-2"
"123280","Shasta Bible College and Graduate School","2017","First major","'13'","Education","Master's degree","1","-2"
"123457","Simpson University","2017","First major","'13'","Education","Bachelor's degree","6","-2"
"123457","Simpson University","2017","First major","'13'","Education","Master's degree","14","-2"
"123457","Simpson University","2017","Second major","'13'","Education","Bachelor's degree","0","-2"
