"unitid","institution name","year","C2019_A.First or Second Major","C2019_A.CIP Code -  2010 Classification","CipTitle","C2019_A.Award Level code","C2019_A_RV.Grand total","IDX_C"
"181853","York University","2019","First major","'13'","Education","Bachelor's degree","13","-2"
"181853","York University","2019","First major","'13'","Education","Master's degree","4","-2"
"181853","York University","2019","Second major","'13'","Education","Bachelor's degree","2","-2"
"182281","University of Nevada-Las Vegas","2019","First major","'13'","Education","Bachelor's degree","239","-2"
"182281","University of Nevada-Las Vegas","2019","First major","'13'","Education","Master's degree","435","-2"
"182281","University of Nevada-Las Vegas","2019","First major","'13'","Education","Doctor's degree - research/scholarship","24","-2"
"182281","University of Nevada-Las Vegas","2019","Second major","'13'","Education","Bachelor's degree","1","-2"
"182290","University of Nevada-Reno","2019","First major","'13'","Education","Bachelor's degree","133","-2"
"182290","University of Nevada-Reno","2019","First major","'13'","Education","Master's degree","123","-2"
"182290","University of Nevada-Reno","2019","First major","'13'","Education","Doctor's degree - research/scholarship","11","-2"
"182306","Great Basin College","2019","First major","'13'","Education","Bachelor's degree","19","-2"
"182634","Colby-Sawyer College","2019","First major","'13'","Education","Bachelor's degree","0","-2"
"182795","Franklin Pierce University","2019","First major","'13'","Education","Bachelor's degree","10","-2"
"182795","Franklin Pierce University","2019","First major","'13'","Education","Master's degree","28","-2"
"182795","Franklin Pierce University","2019","Second major","'13'","Education","Bachelor's degree","2","-2"
"182980","New England College","2019","First major","'13'","Education","Bachelor's degree","7","-2"
"182980","New England College","2019","First major","'13'","Education","Master's degree","45","-2"
"182980","New England College","2019","First major","'13'","Education","Doctor's degree - professional practice","0","-2"
"183026","Southern New Hampshire University","2019","First major","'13'","Education","Bachelor's degree","72","-2"
"183026","Southern New Hampshire University","2019","First major","'13'","Education","Master's degree","484","-2"
